Invoice No.,Stock Code,Quantity,Invoice Date,Invoice Time,Unit Price,Stream
6787,BV-MSK-019,1,01/05/2024,11:26,60,STME
6788,SN-CPB-023,2,01/05/2024,13:05,95,SOC
6789,FV-FMJ-009,2,01/05/2024,16:00,100,STME
6790,MG-PLM-033,5,01/05/2024,13:23,35,STME
6791,BV-HCH-016,5,01/05/2024,14:30,50,SOC
6792,SN-HCL-038,5,01/05/2024,16:48,85,SOC
6793,SN-HCL-038,4,01/05/2024,12:11,85,STME
6794,SN-PBJ-021,5,01/05/2024,14:23,75,STME
6795,SN-MDS-039,3,01/05/2024,14:32,50,SOC
6796,BV-CCF-014,3,01/05/2024,15:49,85,STME
6797,BV-CFE-028,5,01/05/2024,10:50,25,SOC
6798,SN-TDM-008,4,01/05/2024,10:15,100,SOL
6799,BV-HCH-016,3,01/05/2024,09:44,50,STME
6800,MG-POM-035,4,01/05/2024,14:13,45,STME
6801,BR-PKC-001,1,01/05/2024,13:13,100,SOL
6802,BV-CFE-028,1,01/05/2024,09:53,25,SOL
6803,MG-PLM-033,2,01/05/2024,16:05,35,STME
6804,BR-PLN-004,4,01/05/2024,11:03,40,SOC
6805,SN-CBT-024,3,01/05/2024,16:10,100,STME
6806,MG-POM-035,3,01/05/2024,13:21,45,SOL
6807,MG-CHM-034,4,01/05/2024,10:45,55,SOL
6808,BV-TEA-027,2,01/05/2024,15:55,20,STME
6809,MG-CHM-034,3,01/05/2024,09:06,55,SOL
6810,SN-MDS-039,4,01/05/2024,16:18,50,SOL
6811,WR-EGW-032,4,01/05/2024,09:35,100,SOC
6812,MG-MOM-036,4,01/05/2024,16:15,55,SOC
6813,SN-MDS-039,2,01/05/2024,09:42,50,STME
6814,SN-HCL-038,2,01/05/2024,13:28,85,STME
6815,MG-PLM-033,4,01/05/2024,15:42,35,STME
6816,MG-CHM-034,5,01/05/2024,12:11,55,SOC
6817,BV-TEA-027,5,01/05/2024,16:22,20,SOC
6818,FV-FLJ-012,4,01/05/2024,13:11,65,SOL
6819,BV-MSK-019,2,01/05/2024,13:26,60,STME
6820,FV-MMJ-013,1,01/05/2024,09:39,75,SOC
6821,SN-MDS-039,3,01/05/2024,10:56,50,SOC
6822,BR-AKC-002,4,01/05/2024,09:02,100,SOL
6823,FV-FLJ-012,3,01/05/2024,14:08,65,SOL
6824,BV-MLK-020,5,01/05/2024,09:56,65,SOL
6825,BV-CCF-014,3,01/05/2024,11:28,85,SOL
6826,BV-MSK-019,2,01/05/2024,12:10,60,STME
6827,FV-FLJ-012,5,01/05/2024,13:37,65,SOL
6828,BR-LPN-005,2,01/05/2024,15:43,60,STME
6829,SN-VPV-037,5,01/05/2024,12:18,40,SOC
6830,FV-WMJ-011,2,01/05/2024,11:19,65,SOL
6831,BV-CCF-014,1,01/05/2024,13:23,85,STME
6832,MG-PLM-033,5,01/05/2024,10:01,35,SOL
6833,BV-SSK-018,3,01/05/2024,10:08,65,STME
6834,FV-MMJ-013,5,01/05/2024,15:04,75,STME
6835,SN-BPB-022,2,01/05/2024,12:14,80,SOL
6836,SN-MDS-039,5,01/05/2024,13:33,50,SOL
6837,FV-WMJ-011,2,01/05/2024,14:57,65,SOC
6838,MG-PLM-033,1,01/05/2024,13:26,35,SOC
6839,BV-TEA-027,1,01/05/2024,10:31,20,STME
6840,FV-FMJ-009,3,01/05/2024,16:12,100,SOL
6841,SN-SCT-026,4,01/05/2024,10:42,60,SOL
6842,FV-PPJ-010,5,01/05/2024,11:22,65,SOC
6843,SN-CBT-024,3,01/05/2024,16:57,100,SOC
6844,WR-EGW-032,1,01/05/2024,16:16,100,SOC
6845,FV-FLJ-012,3,01/05/2024,10:49,65,STME
6846,BV-TEA-027,2,01/05/2024,16:44,20,STME
6847,MG-CHM-034,4,01/05/2024,14:26,55,STME
6848,SN-BPB-022,1,01/05/2024,14:01,80,STME
6849,SN-ATK-025,5,01/05/2024,09:28,60,STME
6850,FV-FLJ-012,5,01/05/2024,14:20,65,SOC
6851,FV-MMJ-013,1,01/05/2024,10:41,75,STME
6852,MG-MOM-036,1,01/05/2024,10:50,55,SOL
6853,SN-PBJ-021,1,01/05/2024,15:09,75,SOL
6854,FV-FMJ-009,1,01/05/2024,15:37,100,STME
6855,SN-HCL-038,5,01/05/2024,12:11,85,STME
6856,FV-FMJ-009,3,01/05/2024,15:15,100,SOL
6857,FV-WMJ-011,1,01/05/2024,09:33,65,SOC
6858,SN-VPV-037,2,01/05/2024,15:17,40,SOL
6859,BV-HCH-016,2,01/05/2024,16:02,50,STME
6860,SN-TDM-008,3,01/05/2024,09:32,100,SOL
6861,FV-FMJ-009,4,01/05/2024,10:19,100,SOL
6862,FV-WMJ-011,5,01/05/2024,15:30,65,SOC
6863,BV-SSK-018,1,01/05/2024,14:08,65,STME
6864,BR-MKC-003,5,01/05/2024,15:28,120,SOL
6865,SN-BPB-022,3,01/05/2024,09:13,80,SOC
6866,MG-MOM-036,2,01/05/2024,15:09,55,SOC
6867,BR-PKC-001,3,01/05/2024,10:41,100,STME
6868,BR-MKC-003,3,01/05/2024,10:21,120,STME
6869,BV-MLK-020,4,01/05/2024,15:36,65,SOC
6870,BV-BSK-017,5,01/05/2024,14:26,50,SOC
6871,BR-AKC-002,4,01/05/2024,12:36,100,STME
6872,FV-FLJ-012,2,01/05/2024,11:49,65,SOL
6873,SN-CPB-023,5,01/05/2024,12:35,95,SOL
6874,MG-POM-035,1,01/05/2024,12:43,45,SOL
6875,BV-BSK-017,2,01/05/2024,11:08,50,SOC
6876,SN-PBJ-021,5,01/05/2024,11:53,75,STME
6877,BV-BSK-017,3,01/05/2024,10:10,50,STME
6878,MG-PLM-033,4,01/05/2024,09:29,35,SOL
6879,SN-TDM-008,5,01/05/2024,16:50,100,STME
6880,BV-CSK-015,2,01/05/2024,10:17,85,STME
6881,MG-MOM-036,2,01/05/2024,09:57,55,SOC
6882,FV-FMJ-009,1,01/05/2024,13:41,100,SOL
6883,BR-PKC-001,5,01/05/2024,12:44,100,SOC
6884,SN-CBT-024,5,01/05/2024,12:25,100,SOC
6885,BR-PLN-004,4,01/05/2024,11:00,40,SOL
6886,BR-GRN-007,3,01/05/2024,11:35,60,STME
6887,BR-MKC-003,2,01/05/2024,09:47,120,SOL
6888,FV-PPJ-010,4,01/05/2024,13:30,65,SOC
6889,BV-SSK-018,1,01/05/2024,16:39,65,SOL
6890,BR-PLN-004,1,01/05/2024,14:48,40,SOC
6891,SN-SCT-026,3,01/05/2024,13:17,60,SOC
6892,SN-PBJ-021,3,01/05/2024,09:46,75,SOC
6893,FV-PPJ-010,2,01/05/2024,09:08,65,SOC
6894,BR-MKC-003,5,01/05/2024,14:03,120,STME
6895,BR-PLN-004,1,01/05/2024,09:09,40,STME
6896,SN-VPV-037,1,01/05/2024,14:13,40,SOL
6897,SN-PBJ-021,3,01/05/2024,14:38,75,STME
6898,SN-HCL-038,1,01/05/2024,12:29,85,SOC
6899,SN-CPB-023,4,01/05/2024,15:38,95,SOC
6900,FV-FLJ-012,3,01/05/2024,13:31,65,STME
6901,MG-CHM-034,2,01/05/2024,13:14,55,STME
6902,BR-GRN-007,4,01/05/2024,09:40,60,SOC
6903,SN-ATK-025,1,01/05/2024,10:22,60,STME
6904,SN-BPB-022,3,01/05/2024,14:59,80,SOC
6905,SN-MDS-039,2,01/05/2024,16:48,50,SOL
6906,BR-PLN-004,4,01/05/2024,09:14,40,SOC
6907,SN-ATK-025,4,01/05/2024,10:20,60,STME
6908,BR-PKC-001,3,01/05/2024,12:09,100,SOL
6909,BR-GRN-007,3,01/05/2024,14:52,60,STME
6910,BR-AKC-002,2,01/05/2024,13:36,100,SOC
6911,BR-LPN-005,1,01/05/2024,17:00,60,SOL
6912,BV-MLK-020,2,01/05/2024,13:46,65,STME
6913,SN-MDS-039,1,01/05/2024,16:33,50,SOC
6914,FV-MMJ-013,3,01/05/2024,09:26,75,SOL
6915,WR-CPW-031,3,01/05/2024,16:29,75,STME
6916,BR-GRN-007,4,01/05/2024,10:05,60,SOL
6917,WR-EGW-032,4,01/05/2024,13:04,100,STME
6918,BR-BTN-006,2,01/05/2024,15:46,60,STME
6919,SN-HCL-038,3,01/05/2024,12:48,85,SOL
6920,WR-VWP-030,5,01/05/2024,12:13,50,SOL
6921,BV-HCH-016,2,01/05/2024,16:16,50,STME
6922,BV-HCH-016,3,01/05/2024,15:53,50,STME
6923,FV-FMJ-009,1,01/05/2024,14:08,100,SOC
6924,FV-FLJ-012,3,01/05/2024,11:52,65,SOL
6925,SN-HCL-038,1,01/05/2024,10:39,85,SOC
6926,MG-CHM-034,1,01/05/2024,10:55,55,STME
6927,BR-LPN-005,3,01/05/2024,10:11,60,STME
6928,WR-VWP-030,3,01/05/2024,11:25,50,SOC
6929,WR-EGW-032,5,01/05/2024,13:14,100,SOC
6930,BV-HCH-016,2,01/05/2024,10:25,50,STME
6931,SN-MDS-039,2,01/05/2024,15:16,50,SOC
6932,BV-BLC-029,5,01/05/2024,16:55,30,SOC
6933,FV-WMJ-011,3,01/05/2024,14:18,65,STME
6934,FV-WMJ-011,1,01/05/2024,13:57,65,STME
6935,FV-FLJ-012,4,01/05/2024,10:34,65,STME
6936,BR-BTN-006,2,01/05/2024,10:48,60,SOC
6937,SN-TDM-008,5,01/05/2024,12:13,100,SOC
6938,SN-VPV-037,2,01/05/2024,12:27,40,SOC
6939,BV-HCH-016,3,01/05/2024,12:02,50,SOL
6940,FV-WMJ-011,2,01/05/2024,16:25,65,STME
6941,SN-TDM-008,1,01/05/2024,11:43,100,STME
6942,MG-POM-035,2,01/05/2024,12:54,45,SOC
6943,SN-VPV-037,1,01/05/2024,10:00,40,SOC
6944,SN-HCL-038,5,01/05/2024,12:15,85,STME
6945,SN-ATK-025,4,01/05/2024,16:30,60,STME
6946,WR-VWP-030,2,01/05/2024,11:02,50,SOL
6947,FV-WMJ-011,5,01/05/2024,13:28,65,STME
6948,FV-FLJ-012,4,01/05/2024,13:59,65,SOC
6949,BV-SSK-018,5,01/05/2024,09:30,65,SOC
6950,WR-EGW-032,3,01/05/2024,09:51,100,STME
6951,MG-PLM-033,2,01/05/2024,11:40,35,SOL
6952,WR-EGW-032,2,01/05/2024,12:58,100,SOC
6953,BR-PKC-001,2,01/05/2024,10:23,100,SOL
6954,BV-HCH-016,2,01/05/2024,15:00,50,SOL
6955,SN-VPV-037,3,01/05/2024,12:02,40,SOL
6956,SN-BPB-022,2,01/05/2024,13:05,80,STME
6957,BR-AKC-002,4,01/05/2024,14:57,100,STME
6958,FV-PPJ-010,1,01/05/2024,16:19,65,SOC
6959,BV-CFE-028,1,01/05/2024,16:06,25,SOL
6960,SN-TDM-008,2,01/05/2024,11:09,100,SOL
6961,BR-LPN-005,3,01/05/2024,10:50,60,SOC
6962,BR-PKC-001,1,01/05/2024,15:23,100,STME
6963,FV-WMJ-011,2,01/05/2024,10:30,65,SOL
6964,SN-CPB-023,3,01/05/2024,16:21,95,SOL
6965,FV-FLJ-012,4,01/05/2024,09:23,65,SOL
6966,BR-MKC-003,2,01/05/2024,13:13,120,STME
6967,BV-TEA-027,3,01/05/2024,12:13,20,SOL
6968,BV-MSK-019,4,01/05/2024,11:42,60,SOL
6969,BV-BLC-029,4,01/05/2024,14:09,30,SOL
6970,MG-PLM-033,4,01/05/2024,16:29,35,STME
6971,BV-CSK-015,3,01/05/2024,10:17,85,SOL
6972,FV-WMJ-011,4,01/05/2024,13:18,65,SOL
6973,BR-GRN-007,2,01/05/2024,13:00,60,SOL
6974,BR-BTN-006,3,01/05/2024,10:25,60,STME
6975,WR-EGW-032,5,01/05/2024,10:20,100,SOC
6976,SN-VPV-037,4,01/05/2024,16:22,40,SOL
6977,MG-PLM-033,2,01/05/2024,09:38,35,STME
6978,MG-CHM-034,1,01/05/2024,11:03,55,SOC
6979,BR-BTN-006,4,01/05/2024,11:14,60,SOL
6980,BV-MLK-020,5,01/05/2024,10:00,65,STME
6981,BV-BSK-017,2,01/05/2024,12:52,50,SOC
6982,SN-VPV-037,2,01/05/2024,16:48,40,SOL
6983,BR-PKC-001,5,01/05/2024,12:04,100,SOL
6984,BV-MSK-019,1,01/05/2024,10:28,60,SOC
6985,WR-VWP-030,2,01/05/2024,11:36,50,STME
6986,SN-PBJ-021,2,01/05/2024,11:46,75,SOC
6987,BV-TEA-027,2,01/05/2024,12:36,20,SOC
6988,SN-PBJ-021,5,01/05/2024,16:07,75,STME
6989,BV-TEA-027,4,01/05/2024,14:30,20,SOC
6990,WR-VWP-030,5,01/05/2024,16:48,50,STME
6991,SN-HCL-038,5,01/05/2024,12:23,85,SOC
6992,BV-HCH-016,1,01/05/2024,15:58,50,STME
6993,SN-SCT-026,1,01/05/2024,13:28,60,STME
6994,BV-SSK-018,4,01/05/2024,16:33,65,STME
6995,BV-CSK-015,2,01/05/2024,10:16,85,SOC
6996,FV-FMJ-009,2,01/05/2024,12:42,100,SOL
6997,BV-BSK-017,2,01/05/2024,16:10,50,SOC
6998,BV-SSK-018,1,01/05/2024,13:47,65,SOC
6999,MG-CHM-034,5,01/05/2024,09:36,55,STME
7000,BR-LPN-005,2,01/06/2024,10:40,60,SOC
7001,BV-BSK-017,2,01/06/2024,16:43,50,STME
7002,BV-CFE-028,1,01/06/2024,14:05,25,SOL
7003,BV-HCH-016,5,01/06/2024,12:41,50,STME
7004,FV-FMJ-009,4,01/06/2024,13:37,100,SOL
7005,BV-BLC-029,4,01/06/2024,16:49,30,SOL
7006,SN-BPB-022,5,01/06/2024,11:07,80,STME
7007,WR-EGW-032,2,01/06/2024,10:58,100,STME
7008,BV-CFE-028,3,01/06/2024,12:19,25,STME
7009,BV-CSK-015,3,01/06/2024,12:35,85,SOC
7010,SN-SCT-026,5,01/06/2024,12:24,60,SOC
7011,SN-BPB-022,3,01/06/2024,11:37,80,SOC
7012,FV-FLJ-012,3,01/06/2024,16:43,65,SOC
7013,SN-PBJ-021,2,01/06/2024,11:16,75,SOL
7014,SN-CBT-024,4,01/06/2024,11:11,100,SOC
7015,SN-HCL-038,2,01/06/2024,11:17,85,STME
7016,BR-AKC-002,2,01/06/2024,11:24,100,SOC
7017,BR-GRN-007,5,01/06/2024,15:48,60,SOL
7018,MG-POM-035,4,01/06/2024,09:39,45,SOC
7019,WR-VWP-030,5,01/06/2024,14:26,50,STME
7020,BR-BTN-006,2,01/06/2024,10:23,60,SOC
7021,BR-GRN-007,1,01/06/2024,15:50,60,STME
7022,BV-MLK-020,4,01/06/2024,14:05,65,STME
7023,MG-POM-035,3,01/06/2024,09:19,45,STME
7024,BV-BSK-017,1,01/06/2024,10:57,50,SOL
7025,SN-MDS-039,2,01/06/2024,11:02,50,SOC
7026,BR-PLN-004,3,01/06/2024,16:55,40,SOL
7027,WR-VWP-030,1,01/06/2024,14:52,50,STME
7028,BV-MSK-019,2,01/06/2024,09:49,60,SOC
7029,WR-CPW-031,4,01/06/2024,11:45,75,SOL
7030,SN-SCT-026,3,01/06/2024,15:06,60,SOL
7031,SN-CPB-023,3,01/06/2024,09:28,95,SOL
7032,SN-BPB-022,4,01/06/2024,11:38,80,STME
7033,WR-VWP-030,5,01/06/2024,11:01,50,STME
7034,BV-HCH-016,2,01/06/2024,15:55,50,STME
7035,SN-PBJ-021,1,01/06/2024,16:20,75,STME
7036,BV-SSK-018,5,01/06/2024,11:30,65,SOC
7037,SN-VPV-037,4,01/06/2024,10:58,40,STME
7038,BV-MLK-020,4,01/06/2024,16:56,65,SOC
7039,MG-PLM-033,1,01/06/2024,12:40,35,SOC
7040,WR-EGW-032,3,01/06/2024,11:29,100,STME
7041,MG-CHM-034,5,01/06/2024,09:35,55,SOC
7042,SN-BPB-022,3,01/06/2024,15:46,80,STME
7043,MG-PLM-033,4,01/06/2024,10:30,35,STME
7044,WR-VWP-030,2,01/06/2024,12:52,50,SOC
7045,WR-CPW-031,4,01/06/2024,14:53,75,STME
7046,FV-FLJ-012,5,01/06/2024,09:23,65,SOL
7047,SN-HCL-038,2,01/06/2024,14:53,85,STME
7048,BV-TEA-027,4,01/06/2024,09:19,20,SOC
7049,SN-MDS-039,2,01/06/2024,09:41,50,SOC
7050,BV-MSK-019,1,01/06/2024,13:02,60,SOL
7051,MG-PLM-033,1,01/06/2024,13:27,35,SOL
7052,WR-CPW-031,4,01/06/2024,10:26,75,SOL
7053,SN-SCT-026,2,01/06/2024,10:09,60,SOL
7054,BV-CSK-015,3,01/06/2024,11:27,85,SOC
7055,BV-TEA-027,1,01/06/2024,10:46,20,STME
7056,BR-GRN-007,2,01/06/2024,14:01,60,SOC
7057,SN-PBJ-021,1,01/06/2024,15:15,75,SOC
7058,BR-PLN-004,2,01/06/2024,16:31,40,STME
7059,WR-VWP-030,5,01/06/2024,12:40,50,SOL
7060,SN-MDS-039,1,01/06/2024,13:47,50,SOC
7061,MG-CHM-034,2,01/06/2024,10:56,55,STME
7062,BV-SSK-018,5,01/06/2024,12:25,65,STME
7063,BV-CFE-028,1,01/06/2024,14:07,25,SOC
7064,MG-PLM-033,4,01/06/2024,12:52,35,SOL
7065,FV-WMJ-011,1,01/06/2024,14:00,65,SOC
7066,BV-CFE-028,2,01/06/2024,15:46,25,STME
7067,BR-MKC-003,2,01/06/2024,09:48,120,SOC
7068,FV-MMJ-013,5,01/06/2024,09:13,75,STME
7069,SN-TDM-008,4,01/06/2024,10:58,100,STME
7070,BR-LPN-005,1,01/06/2024,10:56,60,STME
7071,SN-CPB-023,1,01/06/2024,16:27,95,SOL
7072,MG-CHM-034,3,01/06/2024,13:21,55,SOC
7073,BV-MLK-020,5,01/06/2024,16:11,65,SOL
7074,BR-AKC-002,3,01/06/2024,10:34,100,SOL
7075,WR-CPW-031,4,01/06/2024,12:13,75,SOC
7076,WR-CPW-031,2,01/06/2024,14:47,75,SOL
7077,BV-CCF-014,3,01/06/2024,14:06,85,SOC
7078,BV-HCH-016,4,01/06/2024,11:29,50,STME
7079,BR-AKC-002,1,01/06/2024,13:33,100,SOC
7080,WR-VWP-030,3,01/06/2024,15:16,50,SOL
7081,FV-PPJ-010,4,01/06/2024,11:22,65,STME
7082,BR-PLN-004,1,01/06/2024,10:26,40,SOC
7083,BR-PKC-001,4,01/06/2024,13:53,100,STME
7084,SN-BPB-022,4,01/06/2024,14:04,80,SOL
7085,SN-MDS-039,1,01/06/2024,10:53,50,STME
7086,BV-SSK-018,4,01/06/2024,14:52,65,STME
7087,BR-PKC-001,2,01/06/2024,12:32,100,SOC
7088,SN-CPB-023,5,01/06/2024,11:36,95,SOC
7089,BV-TEA-027,2,01/06/2024,11:04,20,SOC
7090,BV-CSK-015,3,01/06/2024,16:53,85,STME
7091,WR-CPW-031,1,01/06/2024,09:38,75,STME
7092,SN-TDM-008,5,01/06/2024,15:43,100,STME
7093,WR-VWP-030,5,01/06/2024,09:38,50,STME
7094,SN-SCT-026,5,01/06/2024,16:35,60,STME
7095,BV-CFE-028,5,01/06/2024,11:25,25,SOL
7096,FV-FMJ-009,5,01/06/2024,12:39,100,SOL
7097,BR-PKC-001,4,01/06/2024,09:31,100,SOC
7098,BV-BLC-029,3,01/06/2024,12:28,30,STME
7099,BR-AKC-002,3,01/06/2024,14:17,100,STME
7100,BR-BTN-006,5,01/06/2024,15:25,60,STME
7101,SN-VPV-037,1,01/06/2024,16:10,40,SOL
7102,WR-CPW-031,5,01/06/2024,09:52,75,SOC
7103,BV-BLC-029,3,01/06/2024,16:45,30,SOC
7104,BV-CSK-015,4,01/06/2024,13:34,85,STME
7105,MG-PLM-033,5,01/06/2024,16:17,35,STME
7106,MG-PLM-033,2,01/06/2024,13:05,35,SOL
7107,BV-TEA-027,3,01/06/2024,12:57,20,SOC
7108,SN-TDM-008,3,01/06/2024,16:18,100,SOL
7109,SN-SCT-026,3,01/06/2024,10:48,60,SOL
7110,SN-SCT-026,5,01/06/2024,13:37,60,SOL
7111,BV-CFE-028,1,01/06/2024,10:12,25,STME
7112,BR-LPN-005,1,01/06/2024,10:45,60,SOC
7113,BV-CCF-014,3,01/06/2024,15:21,85,SOL
7114,BV-BLC-029,4,01/06/2024,10:59,30,SOL
7115,FV-PPJ-010,4,01/06/2024,14:02,65,SOL
7116,SN-ATK-025,3,01/06/2024,10:54,60,STME
7117,SN-MDS-039,4,01/06/2024,10:39,50,SOC
7118,SN-BPB-022,3,01/06/2024,16:23,80,SOC
7119,BR-PKC-001,4,01/06/2024,10:16,100,STME
7120,FV-FMJ-009,1,01/06/2024,14:43,100,SOL
7121,FV-FLJ-012,1,01/06/2024,15:19,65,SOL
7122,BR-AKC-002,4,01/06/2024,14:55,100,SOL
7123,BV-CSK-015,1,01/06/2024,14:10,85,SOC
7124,BV-TEA-027,5,01/06/2024,10:57,20,STME
7125,FV-FLJ-012,1,01/06/2024,15:52,65,SOL
7126,BR-MKC-003,2,01/06/2024,11:06,120,SOC
7127,BV-BLC-029,2,01/06/2024,16:26,30,STME
7128,FV-FMJ-009,3,01/06/2024,09:54,100,STME
7129,BV-MSK-019,1,01/06/2024,16:08,60,STME
7130,BR-PKC-001,1,01/06/2024,14:07,100,STME
7131,BV-CSK-015,2,01/06/2024,09:01,85,SOC
7132,BV-CCF-014,1,01/06/2024,11:32,85,SOC
7133,BR-LPN-005,1,01/06/2024,12:26,60,SOL
7134,SN-CPB-023,5,01/06/2024,11:21,95,SOC
7135,FV-MMJ-013,5,01/06/2024,10:54,75,SOL
7136,MG-PLM-033,4,01/06/2024,09:21,35,STME
7137,BV-MSK-019,2,01/06/2024,09:01,60,SOL
7138,SN-TDM-008,4,01/06/2024,12:30,100,SOL
7139,FV-PPJ-010,4,01/06/2024,15:20,65,STME
7140,FV-FMJ-009,3,01/06/2024,11:04,100,STME
7141,BR-LPN-005,3,01/06/2024,09:29,60,SOC
7142,MG-POM-035,1,01/06/2024,11:53,45,STME
7143,BV-BSK-017,5,01/06/2024,15:30,50,SOC
7144,SN-PBJ-021,3,01/06/2024,13:38,75,STME
7145,MG-PLM-033,1,01/06/2024,12:58,35,SOC
7146,SN-VPV-037,4,01/06/2024,09:28,40,SOC
7147,BR-BTN-006,4,01/06/2024,10:52,60,SOL
7148,SN-MDS-039,4,01/06/2024,09:35,50,SOC
7149,SN-VPV-037,5,01/06/2024,14:30,40,SOC
7150,WR-EGW-032,4,01/06/2024,12:12,100,SOC
7151,SN-VPV-037,2,01/06/2024,11:14,40,STME
7152,SN-BPB-022,3,01/06/2024,09:46,80,SOC
7153,SN-PBJ-021,5,01/06/2024,12:22,75,SOC
7154,BV-BLC-029,1,01/06/2024,11:45,30,SOL
7155,SN-MDS-039,2,01/06/2024,16:55,50,SOL
7156,FV-MMJ-013,2,01/06/2024,09:06,75,STME
7157,BV-CCF-014,4,01/06/2024,13:28,85,SOL
7158,BR-PLN-004,1,01/06/2024,14:09,40,SOL
7159,BV-TEA-027,2,01/06/2024,13:35,20,STME
7160,SN-ATK-025,3,01/06/2024,12:05,60,SOC
7161,SN-PBJ-021,1,01/06/2024,15:04,75,SOC
7162,FV-PPJ-010,1,01/06/2024,16:06,65,SOC
7163,BR-MKC-003,2,01/06/2024,16:08,120,SOL
7164,SN-CBT-024,5,01/06/2024,12:54,100,SOC
7165,BR-PLN-004,2,01/06/2024,11:09,40,STME
7166,BR-MKC-003,1,01/06/2024,13:00,120,STME
7167,BV-CSK-015,5,01/06/2024,16:44,85,STME
7168,WR-CPW-031,3,01/06/2024,12:10,75,STME
7169,WR-CPW-031,1,01/06/2024,16:29,75,SOL
7170,MG-MOM-036,5,01/06/2024,13:10,55,STME
7171,BR-PKC-001,1,01/06/2024,16:41,100,STME
7172,WR-CPW-031,5,01/06/2024,14:23,75,SOC
7173,SN-BPB-022,3,01/06/2024,14:26,80,SOC
7174,WR-EGW-032,4,01/06/2024,11:09,100,SOL
7175,SN-TDM-008,3,01/06/2024,14:19,100,SOC
7176,BV-CCF-014,1,01/06/2024,16:27,85,SOC
7177,WR-EGW-032,5,01/06/2024,16:30,100,SOC
7178,BV-CCF-014,3,01/06/2024,12:40,85,SOL
7179,SN-HCL-038,4,01/06/2024,10:28,85,SOC
7180,SN-CBT-024,3,01/06/2024,12:26,100,STME
7181,SN-CPB-023,2,01/06/2024,12:59,95,SOC
7182,FV-PPJ-010,5,01/06/2024,10:41,65,STME
7183,SN-HCL-038,3,01/06/2024,09:26,85,STME
7184,SN-BPB-022,1,01/06/2024,10:02,80,SOL
7185,BV-MLK-020,3,01/06/2024,14:44,65,STME
7186,BR-PLN-004,1,01/06/2024,09:42,40,SOL
7187,BV-MSK-019,5,01/06/2024,15:23,60,STME
7188,MG-PLM-033,4,01/06/2024,11:48,35,STME
7189,FV-FLJ-012,5,01/06/2024,16:13,65,STME
7190,MG-MOM-036,3,01/06/2024,13:06,55,SOL
7191,SN-CPB-023,4,01/06/2024,15:09,95,STME
7192,SN-SCT-026,4,01/06/2024,12:07,60,STME
7193,BR-MKC-003,2,01/06/2024,11:47,120,SOL
7194,BR-BTN-006,4,01/06/2024,13:11,60,SOC
7195,BV-MLK-020,5,01/06/2024,11:45,65,STME
7196,BR-MKC-003,3,01/06/2024,10:19,120,SOL
7197,BV-BLC-029,2,01/06/2024,15:09,30,SOL
7198,MG-POM-035,1,01/06/2024,13:12,45,SOC
7199,BV-BLC-029,4,01/06/2024,09:19,30,STME
7200,BV-CFE-028,1,01/06/2024,10:42,25,STME
7201,WR-EGW-032,2,01/06/2024,12:09,100,SOL
7202,SN-ATK-025,1,01/06/2024,10:55,60,SOC
7203,SN-PBJ-021,1,01/06/2024,12:38,75,STME
7204,FV-FLJ-012,3,01/06/2024,13:42,65,SOL
7205,SN-BPB-022,3,01/06/2024,11:27,80,STME
7206,SN-PBJ-021,5,01/06/2024,16:17,75,STME
7207,BR-MKC-003,5,01/06/2024,09:56,120,SOL
7208,WR-VWP-030,1,01/06/2024,10:53,50,SOC
7209,FV-WMJ-011,5,01/06/2024,14:36,65,SOL
7210,BR-AKC-002,4,01/06/2024,16:05,100,SOC
7211,BV-CSK-015,3,01/06/2024,12:52,85,SOC
7212,BV-BSK-017,5,01/06/2024,11:33,50,STME
7213,BR-LPN-005,5,01/06/2024,13:55,60,SOC
7214,SN-HCL-038,5,01/06/2024,11:58,85,STME
7215,BR-PLN-004,4,01/06/2024,14:41,40,SOL
7216,SN-MDS-039,1,01/06/2024,13:23,50,SOL
7217,SN-ATK-025,5,01/06/2024,15:18,60,SOC
7218,MG-POM-035,1,01/06/2024,16:39,45,STME
7219,SN-BPB-022,5,01/06/2024,15:21,80,SOL
7220,FV-WMJ-011,2,01/06/2024,14:32,65,SOL
7221,BV-CCF-014,3,01/06/2024,09:31,85,SOL
7222,BV-MSK-019,2,01/06/2024,10:23,60,SOL
7223,BR-BTN-006,2,01/06/2024,13:43,60,SOL
7224,BR-GRN-007,1,01/06/2024,12:43,60,SOC
7225,MG-PLM-033,3,01/06/2024,12:15,35,STME
7226,BR-BTN-006,4,01/06/2024,09:39,60,SOL
7227,BV-CFE-028,2,01/06/2024,10:48,25,SOC
7228,BV-MSK-019,2,01/06/2024,16:23,60,STME
7229,MG-POM-035,1,01/06/2024,15:56,45,STME
7230,BR-GRN-007,4,01/06/2024,16:41,60,STME
7231,BV-TEA-027,4,01/06/2024,12:27,20,SOL
7232,BV-BLC-029,2,01/06/2024,09:16,30,SOL
7233,FV-PPJ-010,4,01/06/2024,11:30,65,SOC
7234,BR-AKC-002,5,01/06/2024,14:12,100,STME
7235,SN-CPB-023,4,01/06/2024,10:56,95,SOL
7236,SN-CBT-024,1,01/06/2024,09:23,100,SOL
7237,BR-LPN-005,1,01/06/2024,11:54,60,SOL
7238,BR-GRN-007,1,01/06/2024,12:40,60,SOC
7239,BV-MLK-020,2,01/06/2024,12:28,65,STME
